question,query,some_tables_in_query,only_relevant_tables,no_relevant_tables,founded_tables,method
Wie viele Sprachen werden in Aruba gesprochen?,"SELECT COUNT(T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  ""Aruba""",True,False,False,['language'],cross-encoder
Wie viele offizielle Sprachen gibt es in Afghanistan?,"SELECT COUNT(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  ""Afghanistan"" AND IsOfficial  =  ""T""",True,False,False,['language'],cross-encoder
Wie viele offizielle Sprachen werden in Afghanistan gesprochen?,"SELECT COUNT(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  ""Afghanistan"" AND IsOfficial  =  ""T""",True,False,False,['language'],cross-encoder
"Wie heißt das Land, in dem die meisten Sprachen gesprochen werden?",SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name ORDER BY COUNT(*) DESC LIMIT 1,False,False,False,"['country', 'countries', 'language']",cross-encoder
"Geben Sie den Namen des Landes an, das die größte Anzahl von Sprachen verwendet.",SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name ORDER BY COUNT(*) DESC LIMIT 1,False,False,False,"['country', 'countries', 'language']",cross-encoder
Welcher Kontinent hat die meisten verschiedenen Sprachen?,SELECT T1.Continent FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Continent ORDER BY COUNT(*) DESC LIMIT 1,False,False,False,"['continents', 'language']",cross-encoder
Auf welchem Kontinent werden die meisten Sprachen gesprochen?,SELECT T1.Continent FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Continent ORDER BY COUNT(*) DESC LIMIT 1,False,False,False,"['continents', 'language']",cross-encoder
Wie viele Länder sprechen sowohl Englisch als auch Niederländisch?,"SELECT COUNT(*) FROM (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" INTERSECT SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Dutch"")",False,False,False,"['country', 'countries']",cross-encoder
Wie viele Länder verwenden sowohl Englisch als auch Niederländisch?,"SELECT COUNT(*) FROM (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" INTERSECT SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Dutch"")",False,False,False,"['country', 'countries']",cross-encoder
"Wie lauten die Namen der Länder, die sowohl Englisch als auch Französisch sprechen?","SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" INTERSECT SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""French""",False,False,False,"['country', 'countries']",cross-encoder
"Geben Sie die Namen der Länder an, die sowohl Englisch als auch Französisch sprechen.","SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" INTERSECT SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""French""",False,False,False,"['country', 'countries']",cross-encoder
"Wie lauten die Namen von Ländern, in denen sowohl Englisch als auch Französisch Amtssprachen sind?","SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" AND T2.IsOfficial  =  ""T"" INTERSECT SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""French"" AND T2.IsOfficial  =  ""T""",False,False,False,"['country', 'countries']",cross-encoder
Nennen Sie die Namen der Länder mit Englisch und Französisch als offizielle Sprachen.,"SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" AND T2.IsOfficial  =  ""T"" INTERSECT SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""French"" AND T2.IsOfficial  =  ""T""",False,False,False,"['country', 'countries', 'language']",cross-encoder
"Wie viele verschiedene Kontinente gibt es, auf denen Chinesisch gesprochen wird?","SELECT COUNT( DISTINCT Continent) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Chinese""",False,False,False,['continents'],cross-encoder
Auf wie vielen Kontinenten wird Chinesisch gesprochen?,"SELECT COUNT( DISTINCT Continent) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Chinese""",False,False,False,['continents'],cross-encoder
"Welches sind die Regionen, in denen Englisch oder Niederländisch gesprochen wird?","SELECT DISTINCT T1.Region FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" OR T2.Language  =  ""Dutch""",False,False,False,"['region', 'regions']",cross-encoder
In welchen Regionen wird Niederländisch oder Englisch gesprochen?,"SELECT DISTINCT T1.Region FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" OR T2.Language  =  ""Dutch""",False,False,False,"['region', 'regions']",cross-encoder
"Welches sind die Länder, in denen entweder Englisch oder Niederländisch die offizielle Sprache ist?","select t1.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t2.language  =  ""english"" and isofficial  =  ""t"" union select t1.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t2.language  =  ""dutch"" and isofficial  =  ""t""",False,False,False,"['country', 'countries', 'language']",cross-encoder
In welchen Ländern ist entweder Englisch oder Niederländisch die offizielle Sprache?,"SELECT * FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" AND IsOfficial  =  ""T"" UNION SELECT * FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Dutch"" AND IsOfficial  =  ""T""",False,False,False,"['country', 'countries', 'language']",cross-encoder
Welche Sprache ist die beliebteste auf dem asiatischen Kontinent?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Continent  =  ""Asia"" GROUP BY T2.Language ORDER BY COUNT (*) DESC LIMIT 1",False,False,False,"['language', 'continents']",cross-encoder
"Welche ist die Sprache, die von der größten Anzahl asiatischer Nationen verwendet wird?","SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Continent  =  ""Asia"" GROUP BY T2.Language ORDER BY COUNT (*) DESC LIMIT 1",True,False,False,['language'],cross-encoder
Welche Sprachen werden in den Regierungen der Republiken nur von einem Land gesprochen?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.GovernmentForm  =  ""Republic"" GROUP BY T2.Language HAVING COUNT(*)  =  1",False,False,False,"['language', 'country', 'countries']",cross-encoder
Welche Sprachen werden nur von einem einzigen Land mit einer Republiksregierung gesprochen?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.GovernmentForm  =  ""Republic"" GROUP BY T2.Language HAVING COUNT(*)  =  1",False,False,False,"['language', 'country', 'countries']",cross-encoder
"Finden Sie die Stadt mit der größten Bevölkerung, die Englisch verwendet.","SELECT T1.Name ,  T1.Population FROM city AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode  =  T2.CountryCode WHERE T2.Language  =  ""English"" ORDER BY T1.Population DESC LIMIT 1",True,False,False,['city'],cross-encoder
"Welches ist die bevölkerungsreichste Stadt, die Englisch spricht?","SELECT T1.Name ,  T1.Population FROM city AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode  =  T2.CountryCode WHERE T2.Language  =  ""English"" ORDER BY T1.Population DESC LIMIT 1",True,False,False,['city'],cross-encoder
"Finden Sie den Namen, die Bevölkerung und die Lebenserwartung des asiatischen Landes mit der größten Fläche?","SELECT Name ,  Population ,  LifeExpectancy FROM country WHERE Continent  =  ""Asia"" ORDER BY SurfaceArea DESC LIMIT 1",False,False,False,"['country', 'countries']",cross-encoder
"Wie lauten der Name, die Bevölkerung und die Lebenserwartung des asiatischen Landes mit der größten Fläche?","SELECT Name ,  Population ,  LifeExpectancy FROM country WHERE Continent  =  ""Asia"" ORDER BY SurfaceArea DESC LIMIT 1",False,False,False,"['country', 'countries']",cross-encoder
"Wie hoch ist die durchschnittliche Lebenserwartung in den Ländern, in denen Englisch nicht die offizielle Sprache ist?","SELECT avg(LifeExpectancy) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" AND T2.IsOfficial  =  ""T"")",False,False,False,"['country', 'countries', 'language']",cross-encoder
"Geben Sie die durchschnittliche Lebenserwartung in den Ländern an, in denen Englisch nicht die offizielle Sprache ist.","SELECT avg(LifeExpectancy) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" AND T2.IsOfficial  =  ""T"")",False,False,False,"['country', 'countries', 'language']",cross-encoder
"Wie hoch ist die Gesamtzahl der Menschen, die in den Ländern leben, in denen Englisch nicht die offizielle Sprache ist?","SELECT sum(Population) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"")",False,False,False,"['country', 'countries', 'Lives_in', 'language']",cross-encoder
"Wie viele Menschen leben in den Ländern, die kein Englisch sprechen?","SELECT sum(Population) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"")",False,False,False,"['Lives_in', 'country', 'countries']",cross-encoder
"Was ist die offizielle Sprache, die in dem Land gesprochen wird, dessen Staatsoberhaupt Beatrix ist?","SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.HeadOfState  =  ""Beatrix"" AND T2.IsOfficial  =  ""T""",False,False,False,"['language', 'country', 'countries']",cross-encoder
"Was ist die offizielle Sprache, die in dem Land gesprochen wird, dessen Staatsoberhaupt Beatrix ist?","SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.HeadOfState  =  ""Beatrix"" AND T2.IsOfficial  =  ""T""",False,False,False,"['language', 'country', 'countries']",cross-encoder
"Wie hoch ist die Gesamtzahl der einzigartigen offiziellen Sprachen, die in den Ländern gesprochen werden, die vor 1930 gegründet wurden?","SELECT count(DISTINCT T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE  IndepYear  <  1930 AND T2.IsOfficial  =  ""T""",False,False,False,"['language', 'country', 'countries']",cross-encoder
"Wie hoch ist die Gesamtzahl der einzelnen offiziellen Sprachen in den Ländern, die vor 1930 gegründet wurden?","SELECT count(DISTINCT T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE  IndepYear  <  1930 AND T2.IsOfficial  =  ""T""",False,False,False,"['language', 'country', 'countries']",cross-encoder
"Welches sind die Länder, die eine größere Fläche als jedes andere Land in Europa haben?","SELECT Name FROM country WHERE SurfaceArea  >  (SELECT min(SurfaceArea) FROM country WHERE Continent  =  ""Europe"")",False,False,False,"['country', 'countries', 'country', 'countries']",cross-encoder
Welche Länder haben eine größere Fläche als jedes andere Land in Europa?,"SELECT Name FROM country WHERE SurfaceArea  >  (SELECT min(SurfaceArea) FROM country WHERE Continent  =  ""Europe"")",False,False,False,"['country', 'countries', 'country', 'countries']",cross-encoder
"Welches sind die afrikanischen Länder, die eine geringere Bevölkerung haben als jedes andere Land in Asien?","SELECT Name FROM country WHERE Continent  =  ""Africa""  AND population  <  (SELECT max(population) FROM country WHERE Continent  =  ""Asia"")",False,False,False,"['country', 'countries', 'country', 'countries']",cross-encoder
Welche afrikanischen Länder haben eine geringere Bevölkerung als jedes andere Land in Asien?,"SELECT Name FROM country WHERE Continent  =  ""Africa""  AND population  <  (SELECT min(population) FROM country WHERE Continent  =  ""Asia"")",False,False,False,"['country', 'countries', 'country', 'countries']",cross-encoder
"Welche asiatischen Länder haben eine Bevölkerung, die größer als die jedes Landes in Afrika ist?","SELECT Name FROM country WHERE Continent  =  ""Asia""  AND population  >  (SELECT max(population) FROM country WHERE Continent  =  ""Africa"")",False,False,False,"['country', 'countries', 'country', 'countries']",cross-encoder
"Welches sind die asiatischen Länder, deren Bevölkerung größer als die jedes anderen Landes in Afrika ist?","SELECT Name FROM country WHERE Continent  =  ""Asia""  AND population  >  (SELECT min(population) FROM country WHERE Continent  =  ""Africa"")",False,False,False,"['country', 'countries', 'country', 'countries']",cross-encoder
"Wie lauten die Ländercodes für Länder, die kein Englisch sprechen?","SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""",False,False,False,"['country', 'countries']",cross-encoder
"Geben Sie die Ländercodes für Länder, die kein Englisch sprechen, zurück.","SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""",False,False,False,"['country', 'countries']",cross-encoder
"Wie lauten die Ländercodes von Ländern, in denen andere Sprachen als Englisch gesprochen werden?","SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != ""English""",False,False,False,"['country', 'countries', 'language']",cross-encoder
"Geben Sie die Ländercodes von Ländern an, in denen Menschen Sprachen sprechen, die nicht Englisch sind.","SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != ""English""",False,False,False,"['country', 'countries', 'language']",cross-encoder
"Wie lauten die Ländercodes der Länder, in denen kein Englisch gesprochen wird und deren Regierungsformen nicht Republik sind?","SELECT Code FROM country WHERE GovernmentForm != ""Republic"" EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""",False,False,False,"['country', 'countries']",cross-encoder
"Geben Sie die Ländercodes der Länder an, in denen kein Englisch gesprochen wird und deren Regierungsformen nicht Republik sind.","SELECT Code FROM country WHERE GovernmentForm != ""Republic"" EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""",False,False,False,"['country', 'countries']",cross-encoder
"Welche Städte liegen in europäischen Ländern, in denen Englisch nicht die offizielle Sprache ist?",SELECT DISTINCT T2.Name FROM country AS T1 JOIN city AS T2 ON T2.CountryCode  =  T1.Code WHERE T1.Continent  =  'Europe' AND T1.Name NOT IN (SELECT T3.Name FROM country AS T3 JOIN countrylanguage AS T4 ON T3.Code  =  T4.CountryCode WHERE T4.IsOfficial  =  'T' AND T4.Language  =  'English'),False,False,False,"['city', 'country', 'countries', 'language']",cross-encoder
"Wie lauten die Namen der Städte in Europa, für die Englisch nicht die offizielle Sprache ist?",SELECT DISTINCT T2.Name FROM country AS T1 JOIN city AS T2 ON T2.CountryCode  =  T1.Code WHERE T1.Continent  =  'Europe' AND T1.Name NOT IN (SELECT T3.Name FROM country AS T3 JOIN countrylanguage AS T4 ON T3.Code  =  T4.CountryCode WHERE T4.IsOfficial  =  'T' AND T4.Language  =  'English'),True,False,False,"['city', 'language']",cross-encoder
"Welche einzigartigen Städte gibt es in asiatischen Ländern, in denen Chinesisch die offizielle Sprache ist?","select distinct t3.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode join city as t3 on t1.code  =  t3.countrycode where t2.isofficial  =  't' and t2.language  =  'chinese' and t1.continent  =  ""asia""",False,False,False,"['city', 'country', 'countries', 'language']",cross-encoder
"Geben Sie die verschiedenen Namen von Städten in Asien zurück, für die Chinesisch die offizielle Sprache ist.","SELECT DISTINCT T3.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode JOIN city AS T3 ON T1.Code  =  T3.CountryCode WHERE T2.IsOfficial  =  'T' AND T2.Language  =  'Chinese' AND T1.Continent  =  ""Asia""",True,False,False,"['city', 'language']",cross-encoder
"Wie lauten der Name, das Unabhängigkeitsjahr und die Fläche des Landes mit der kleinsten Bevölkerung ?","SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1",False,False,False,"['country', 'countries']",cross-encoder
"Geben Sie den Namen, das Jahr der Unabhängigkeit und die Fläche des Landes mit der geringsten Bevölkerung an.","SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1",False,False,False,"['country', 'countries']",cross-encoder
"Wie lauten Bevölkerung, Name und Führer des Landes mit der größten Fläche?","SELECT Name ,  population ,  HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1",False,False,False,"['country', 'countries']",cross-encoder
"Geben Sie den Namen, die Bevölkerung und das Staatsoberhaupt des Landes mit der größten Fläche an.","SELECT Name ,  population ,  HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1",False,False,False,"['country', 'countries']",cross-encoder
"Geben Sie den Namen des Landes und die Anzahl der gesprochenen Sprachen für jedes Land an, das mindestens 3 Sprachen spricht.","SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2",False,False,False,"['country', 'countries', 'language', 'country', 'countries', 'language']",cross-encoder
"Wie lauten die Namen der Länder, die mehr als 2 Sprachen sprechen, sowie die Anzahl der Sprachen, die sie sprechen?","SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2",False,False,False,"['country', 'countries', 'language', 'language']",cross-encoder
"Ermitteln Sie die Anzahl der Städte in jedem Bezirk, deren Bevölkerung größer ist als die durchschnittliche Einwohnerzahl der Städte?","SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District",True,False,False,"['city', 'district', 'city']",cross-encoder
"Wie viele Städte in jedem Bezirk haben eine Bevölkerung, die über der durchschnittlichen Bevölkerung aller Städte liegt?","SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District",True,False,False,"['city', 'district', 'city']",cross-encoder
"Finden Sie die durchschnittliche Lebenserwartung und die Gesamtbevölkerung für jeden Kontinent, dessen durchschnittliche Lebenserwartung weniger als 72 Jahre beträgt.","SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72",False,False,False,['continents'],cross-encoder
"Welches sind die verschiedenen Kontinente und die entsprechende Gesamtbevölkerung und durchschnittliche Lebenserwartung für Kontinente, die eine durchschnittliche Lebenserwartung von weniger als 72 Jahren haben?","SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72",False,False,False,"['continents', 'continents']",cross-encoder
Wie lauten die Namen und Gebiete der Länder mit den 5 größten Gebieten?,"SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5",False,False,False,"['country', 'countries']",cross-encoder
Geben Sie die Namen und Flächen der 5 größten Länder zurück.,"SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5",False,False,False,"['country', 'countries']",cross-encoder
Wie lauten die Namen der Länder mit den 3 bevölkerungsreichsten Ländern?,SELECT Name FROM country ORDER BY Population DESC LIMIT 3,False,False,False,"['country', 'countries', 'country', 'countries']",cross-encoder
Geben Sie die Namen der 3 bevölkerungsreichsten Länder zurück.,SELECT Name FROM country ORDER BY Population DESC LIMIT 3,False,False,False,"['country', 'countries']",cross-encoder
Geben Sie die Namen der 3 Länder mit den wenigsten Einwohnern zurück.,SELECT Name FROM country ORDER BY Population ASC LIMIT 3,False,False,False,"['country', 'countries']",cross-encoder
Wie viele Länder gibt es in Asien?,"SELECT count(*) FROM country WHERE continent  =  ""Asia""",False,False,False,"['country', 'countries']",cross-encoder
Zählen Sie die Anzahl der Länder in Asien.,"SELECT count(*) FROM country WHERE continent  =  ""Asia""",False,False,False,"['country', 'countries']",cross-encoder
"Wie lauten die Namen der Länder, die auf dem europäischen Kontinent liegen und eine Bevölkerung von 80000 Menschen haben?","SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000""",False,False,False,"['country', 'countries', 'continents']",cross-encoder
"Nennen Sie die Namen der Länder, die sich auf dem europäischen Kontinent befinden und eine Bevölkerung von 80000 Einwohnern haben.","SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000""",False,False,False,"['country', 'countries', 'continents']",cross-encoder
"Wie hoch ist die Gesamtbevölkerung und die durchschnittliche Fläche der Länder auf dem nordamerikanischen Kontinent, deren Fläche größer als 3000 ist?","select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000",False,False,False,"['country', 'countries', 'continents']",cross-encoder
"Geben Sie die Gesamtbevölkerung und die durchschnittliche Fläche der Länder Nordamerikas an, die eine Fläche von mehr als 3000 Einwohnern haben.","select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000",False,False,False,"['country', 'countries']",cross-encoder
"Welches sind die Städte, deren Einwohnerzahl zwischen 160000 und 900000 liegt?",SELECT name FROM city WHERE Population BETWEEN 160000 AND 900000,True,False,False,['city'],cross-encoder
"Geben Sie die Namen der Städte an, die zwischen 160000 und 900000 Einwohner haben.",select name from city where population between 160000 and 900000,True,False,False,['city'],cross-encoder
Welche Sprache wird von der größten Anzahl von Ländern gesprochen?,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,False,False,False,"['language', 'country', 'countries']",cross-encoder
"Geben Sie die Sprache an, die in den meisten Ländern gesprochen wird.",SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,False,False,False,"['language', 'country', 'countries']",cross-encoder
"Welches ist die Sprache, die in jedem Land vom größten Prozentsatz der Bevölkerung gesprochen wird?","SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode",False,False,False,"['language', 'country', 'countries']",cross-encoder
"Wie lauten die Ländercodes der verschiedenen Länder, und welche Sprachen werden in jedem Land vom größten Prozentsatz der Menschen gesprochen?","SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode",False,False,False,"['country', 'countries', 'language', 'country', 'countries']",cross-encoder
"Wie hoch ist die Gesamtzahl der Länder, in denen Spanisch vom größten Prozentsatz der Menschen gesprochen wird?","SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",False,False,False,"['country', 'countries']",cross-encoder
"Zählen Sie die Anzahl der Länder, in denen Spanisch die am meisten gesprochene Sprache ist.","SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",False,False,False,"['country', 'countries', 'language']",cross-encoder
"Wie lauten die Codes der Länder, in denen Spanisch vom größten Prozentsatz der Menschen gesprochen wird?","SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",False,False,False,"['country', 'countries']",cross-encoder
"Geben Sie die Codes der Länder zurück, in denen Spanisch die am meisten gesprochene Sprache ist.","SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",False,False,False,"['country', 'countries', 'language']",cross-encoder
Wie viele Dirigenten gibt es?,SELECT count(*) FROM conductor,True,False,False,['conductor'],cross-encoder
Zählen Sie die Anzahl der Dirigenten.,SELECT count(*) FROM conductor,True,False,False,['conductor'],cross-encoder
Geben Sie die Namen der Dirigenten in aufsteigender Reihenfolge ihres Alters an.,SELECT Name FROM conductor ORDER BY Age ASC,True,False,False,['conductor'],cross-encoder
Wie lauten die Namen der Dirigenten in aufsteigender Reihenfolge ihres Alters?,SELECT Name FROM conductor ORDER BY Age ASC,True,False,False,['conductor'],cross-encoder
"Wie lauten die Namen von Dirigenten, deren Nationalität nicht ""USA"" ist?",SELECT Name FROM conductor WHERE Nationality != 'USA',True,False,False,['conductor'],cross-encoder
"Geben Sie die Namen von Dirigenten zurück, die nicht die Nationalität ""USA"" haben.",SELECT Name FROM conductor WHERE Nationality != 'USA',True,False,False,['conductor'],cross-encoder
Wie lauten die Plattenfirmen von Orchestern in absteigender Reihenfolge der Gründungsjahre?,SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC,True,False,False,['orchestra'],cross-encoder
"Geben Sie die Plattenfirmen von Orchestern zurück, absteigend sortiert nach den Jahren ihrer Gründung.",SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC,True,False,False,['orchestra'],cross-encoder
Wie hoch ist die durchschnittliche Besucherzahl der Aufführungen?,SELECT avg(Attendance) FROM SHOW,False,False,False,['performance'],cross-encoder
Geben Sie die durchschnittliche Besucherzahl aller Aufführungen zurück.,SELECT avg(Attendance) FROM SHOW,False,False,False,['performance'],cross-encoder
"Wie hoch ist der maximale und minimale Anteil der Aufführungen, deren Art nicht ""Live-Finale"" ist.","SELECT max(SHARE) ,  min(SHARE) FROM performance WHERE TYPE != ""Live final""",True,False,False,['performance'],cross-encoder
"Geben Sie den maximalen und minimalen Anteil von Aufführungen zurück, die nicht den Typ ""Live-Finale"" haben.","SELECT max(SHARE) ,  min(SHARE) FROM performance WHERE TYPE != ""Live final""",True,False,False,['performance'],cross-encoder
Wie viele verschiedene Nationalitäten haben Dirigenten?,SELECT count(DISTINCT Nationality) FROM conductor,True,False,False,['conductor'],cross-encoder
Zählen Sie die Anzahl der verschiedenen Nationalitäten der Dirigenten.,SELECT count(DISTINCT Nationality) FROM conductor,True,False,False,['conductor'],cross-encoder
Führen Sie die Namen der Dirigenten in absteigender Reihenfolge der Arbeitsjahre auf.,SELECT Name FROM conductor ORDER BY Year_of_Work DESC,True,False,False,['conductor'],cross-encoder
"Wie lauten die Namen der Dirigenten, absteigend sortiert nach der Anzahl der Jahre, in denen sie gearbeitet haben?",SELECT Name FROM conductor ORDER BY Year_of_Work DESC,False,False,False,"['conductor', 'works_on']",cross-encoder
Führen Sie den Namen des Dirigenten mit den meisten Arbeitsjahren auf.,SELECT Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1,True,False,False,['conductor'],cross-encoder
"Wie lautet der Name des Dirigenten, der die meisten Jahre gearbeitet hat?",SELECT Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1,False,False,False,"['conductor', 'works_on']",cross-encoder
"Geben Sie die Namen der Dirigenten und der Orchester an, die sie dirigiert haben.","SELECT T1.Name ,  T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID",True,False,False,"['conductor', 'orchestra']",cross-encoder
